+   1 | INSERTED | VALID LINE |    0R    1W
+ 7159 | INSERTED | MISSING: LAST_NAME |   88R   84W
+ 7160 | INSERTED | VALID LINE |  107R  101W
+ 7161 | INSERTED | VALID LINE |   36R   30W
+ 7162 | INSERTED | VALID LINE |   70R   65W
+ 7163 | INSERTED | MISSING: FIRST_NAME |  120R  113W
+ 7164 | INSERTED | VALID LINE |   92R   86W
+ 7165 | INSERTED | VALID LINE |  107R  100W
+ 7166 | INSERTED | VALID LINE |   34R   27W
+ 7167 | INSERTED | VALID LINE |   33R   28W
+ 7168 | INSERTED | VALID LINE |   73R   69W
+ 7169 | INSERTED | VALID LINE |   24R   17W
+ 7170 | INSERTED | VALID LINE |   92R   85W
+ 7171 | INSERTED | MISSING: BIRTH_DATE |  122R  115W
+ 7172 | INSERTED | VALID LINE |   60R   53W
+ 7173 | INSERTED | VALID LINE |   41R   34W
+ 7174 | INSERTED | VALID LINE |   62R   56W
+ 7175 | INSERTED | VALID LINE |   73R   69W
+ 7176 | INSERTED | VALID LINE |   48R   43W
+ 7177 | INSERTED | VALID LINE |   71R   64W
+ 7178 | INSERTED | MISSING: LAST_NAME |   18R   11W
+ 7179 | INSERTED | VALID LINE |   96R   90W
+ 7180 | INSERTED | VALID LINE |   58R   54W
+ 7181 | INSERTED | MISSING: BIRTH_DATE |   86R   79W
+ 7182 | INSERTED | MISSING: LAST_NAME |  109R  102W
+ 7183 | INSERTED | VALID LINE |   24R   17W
+ 7184 | INSERTED | VALID LINE |   78R   73W
+ 7185 | INSERTED | VALID LINE |   12R    8W
+ 7186 | INSERTED | VALID LINE |  108R  103W
+ 7187 | INSERTED | VALID LINE |  109R  102W
+ 7188 | INSERTED | VALID LINE |   62R   61W
+ 7189 | INSERTED | VALID LINE |   33R   31W
+ 7190 | INSERTED | VALID LINE |   43R   39W
+ 7191 | INSERTED | VALID LINE |   69R   63W
+ 7192 | INSERTED | VALID LINE |   73R   66W
+ 7193 | INSERTED | VALID LINE |   58R   54W
+ 7194 | INSERTED | VALID LINE |  122R  115W
+ 7195 | INSERTED | VALID LINE |   12R    8W
+ 7196 | INSERTED | VALID LINE |   94R   87W
+ 7197 | INSERTED | VALID LINE |  103R   97W
+ 7198 | INSERTED | VALID LINE |   93R   91W
+ 7199 | INSERTED | VALID LINE |   58R   52W
+ 7200 | INSERTED | VALID LINE |   41R   34W
+ 7201 | INSERTED | VALID LINE |   12R    7W
+ 7202 | INSERTED | VALID LINE |  108R  102W
+ 7203 | INSERTED | MISSING: BIRTH_CITY |   58R   51W
+ 7204 | INSERTED | VALID LINE |   81R   74W
+ 7205 | INSERTED | VALID LINE |   43R   39W
+ 7206 | INSERTED | VALID LINE |  110R  103W
+ 7207 | INSERTED | VALID LINE |  100R   94W
+ 7208 | INSERTED | VALID LINE |   17R   12W
+ 7209 | INSERTED | VALID LINE |  112R  105W
+ 7210 | INSERTED | VALID LINE |  101R   96W
+ 7211 | INSERTED | VALID LINE |   20R   13W
+ 7212 | INSERTED | VALID LINE |   58R   52W
+ 7213 | INSERTED | VALID LINE |   17R   12W
+ 7214 | INSERTED | VALID LINE |  124R  119W
+ 7215 | INSERTED | VALID LINE |   49R   46W
+ 7216 | INSERTED | VALID LINE |  115R  109W
+ 7217 | INSERTED | VALID LINE |   80R   77W
+ 7218 | INSERTED | VALID LINE |  117R  110W
+ 7219 | INSERTED | VALID LINE |  104R  100W
+ 7220 | INSERTED | VALID LINE |   93R   86W
+ 7221 | INSERTED | VALID LINE |   49R   46W
+ 7222 | INSERTED | VALID LINE |   24R   17W
+ 7223 | INSERTED | VALID LINE |  117R  110W
+ 7224 | INSERTED | VALID LINE |   40R   35W
+ 7225 | INSERTED | MISSING: LAST_NAME |   28R   21W
+ 7226 | INSERTED | VALID LINE |    8R    2W
+ 7227 | INSERTED | VALID LINE |   64R   57W
+ 7228 | INSERTED | VALID LINE |   63R   58W
+ 7229 | INSERTED | VALID LINE |   49R   46W
+ 7230 | INSERTED | VALID LINE |   40R   35W
+ 7231 | INSERTED | VALID LINE |   34R   27W
+ 7232 | INSERTED | VALID LINE |   91R   84W
+ 7233 | INSERTED | VALID LINE |   51R   45W
+ 7234 | INSERTED | VALID LINE |   73R   66W
+ 7235 | INSERTED | VALID LINE |   85R   79W
+ 7236 | INSERTED | VALID LINE |   39R   32W
+ 7237 | INSERTED | VALID LINE |   89R   85W
+ 7238 | INSERTED | VALID LINE |   83R   76W
+ 7239 | INSERTED | VALID LINE |   43R   39W
+ 7240 | INSERTED | VALID LINE |   43R   36W
+ 7241 | INSERTED | MISSING: BIRTH_CITY |   61R   53W
+ 7242 | INSERTED | VALID LINE |   45R   38W
+ 7243 | INSERTED | VALID LINE |   51R   45W
+ 7244 | INSERTED | VALID LINE |   55R   50W
+ 7245 | INSERTED | MISSING: BIRTH_DATE |   83R   76W
+ 7246 | INSERTED | VALID LINE |   25R   20W
+ 7247 | INSERTED | VALID LINE |  102R   95W
+ 7248 | INSERTED | VALID LINE |   49R   42W
+ 7249 | INSERTED | VALID LINE |   87R   80W
+ 7250 | INSERTED | VALID LINE |   63R   58W
+ 7251 | INSERTED | MISSING: BIRTH_DATE |   16R   10W
+ 7252 | INSERTED | VALID LINE |   32R   26W
+ 7253 | INSERTED | VALID LINE |   10R    3W
+ 7254 | INSERTED | MISSING: LAST_NAME |   89R   85W
+ 7255 | INSERTED | VALID LINE |   55R   50W
+ 7256 | INSERTED | MISSING: LAST_NAME |   12R    8W
+ 7257 | INSERTED | VALID LINE |   80R   77W
+ 7258 | INSERTED | MISSING: BIRTH_CITY |   41R   34W
+ 7259 | INSERTED | VALID LINE |   47R   41W
+ 7260 | INSERTED | VALID LINE |   77R   70W
+ 7261 | INSERTED | VALID LINE |   78R   74W
+ 7262 | INSERTED | VALID LINE |   71R   66W
+ 7263 | INSERTED | VALID LINE |  120R  113W
+ 7264 | INSERTED | VALID LINE |   55R   49W
+ 7265 | INSERTED | VALID LINE |   33R   31W
+ 7266 | INSERTED | MISSING: BIRTH_DATE |  116R  109W
+ 7267 | INSERTED | VALID LINE |   59R   52W
+ 7268 | INSERTED | VALID LINE |   92R   85W
+ 7269 | INSERTED | VALID LINE |   64R   59W
+ 7270 | INSERTED | VALID LINE |  102R   97W
+ 7271 | INSERTED | VALID LINE |  116R  109W
+ 7272 | INSERTED | VALID LINE |   40R   35W
+ 7273 | INSERTED | VALID LINE |   64R   59W
+ 7274 | INSERTED | MISSING: LAST_NAME |   98R   92W
+ 7275 | INSERTED | VALID LINE |   18R   11W
+ 7276 | INSERTED | VALID LINE |   80R   73W
+ 7277 | INSERTED | VALID LINE |   70R   63W
+ 7278 | INSERTED | VALID LINE |   10R    3W
+ 7279 | INSERTED | VALID LINE |   55R   48W
+ 7280 | INSERTED | VALID LINE |   63R   57W
+ 7281 | INSERTED | VALID LINE |   59R   55W
+ 7282 | INSERTED | MISSING: LAST_NAME |   45R   38W
+ 7283 | INSERTED | VALID LINE |   70R   64W
+ 7284 | INSERTED | MISSING: BIRTH_CITY |  125R  120W
+ 7285 | INSERTED | VALID LINE |   81R   78W
+ 7286 | INSERTED | VALID LINE |   45R   38W
+ 7287 | INSERTED | VALID LINE |   63R   57W
+ 7288 | INSERTED | VALID LINE |   39R   32W
+ 7289 | INSERTED | VALID LINE |   32R   26W
+ 7290 | INSERTED | VALID LINE |   28R   24W
+ 7291 | INSERTED | VALID LINE |   55R   48W
+ 7292 | INSERTED | VALID LINE |   51R   44W
+ 7293 | INSERTED | VALID LINE |   74R   67W
+ 7294 | INSERTED | VALID LINE |   57R   50W
+ 7295 | INSERTED | VALID LINE |    8R    1W
+ 7296 | INSERTED | VALID LINE |   12R    6W
+ 7297 | INSERTED | VALID LINE |   67R   61W
+ 7298 | INSERTED | VALID LINE |  120R  116W
+ 7299 | INSERTED | VALID LINE |   14R    7W
+ 7300 | INSERTED | VALID LINE |  110R  105W
+ 7301 | INSERTED | VALID LINE |   90R   86W
+ 7302 | INSERTED | VALID LINE |   12R    4W
+ 7303 | INSERTED | VALID LINE |   78R   72W
+ 7304 | INSERTED | VALID LINE |   25R   20W
+ 7305 | INSERTED | VALID LINE |   48R   43W
+ 7306 | INSERTED | VALID LINE |   70R   64W
+ 7307 | INSERTED | VALID LINE |   33R   31W
+ 7308 | INSERTED | VALID LINE |  120R  116W
+ 7309 | INSERTED | VALID LINE |   33R   31W
+ 7310 | INSERTED | VALID LINE |   78R   72W
+ 7311 | INSERTED | MISSING: BIRTH_DATE |  128R  121W
+ 7312 | INSERTED | VALID LINE |  113R  106W
+ 7313 | INSERTED | VALID LINE |   71R   66W
+ 7314 | INSERTED | VALID LINE |   98R   91W
+ 7315 | INSERTED | VALID LINE |  109R  103W
+ 7316 | INSERTED | VALID LINE |   56R   51W
+ 7317 | INSERTED | VALID LINE |  125R  120W
+ 7318 | INSERTED | VALID LINE |   14R    7W
+ 7319 | INSERTED | VALID LINE |  110R  105W
+ 7320 | INSERTED | MISSING: LAST_NAME |   61R   54W
+ 7321 | INSERTED | VALID LINE |   98R   92W
+ 7322 | INSERTED | VALID LINE |   70R   64W
+ 7323 | INSERTED | VALID LINE |   36R   29W
+ 7324 | INSERTED | VALID LINE |  121R  117W
+ 7325 | INSERTED | VALID LINE |   14R    7W
+ 7326 | INSERTED | VALID LINE |   39R   32W
+ 7327 | INSERTED | VALID LINE |   92R   85W
+ 7328 | INSERTED | VALID LINE |   56R   51W
+ 7329 | INSERTED | VALID LINE |   40R   35W
+ 7330 | INSERTED | VALID LINE |   36R   29W
+ 7331 | INSERTED | VALID LINE |   63R   57W
+ 7332 | INSERTED | VALID LINE |   32R   26W
+ 7333 | INSERTED | MISSING: BIRTH_CITY |  129R  123W
+ 7334 | INSERTED | VALID LINE |   94R   88W
+ 7335 | INSERTED | VALID LINE |   12R    5W
+ 7336 | INSERTED | VALID LINE |  117R  110W
+ 7337 | INSERTED | VALID LINE |   32R   25W
+ 7338 | INSERTED | MISSING: BIRTH_CITY |   74R   67W
+ 7339 | INSERTED | VALID LINE |   90R   83W
+ 7340 | INSERTED | VALID LINE |   81R   78W
+ 7341 | INSERTED | MISSING: FIRST_NAME BIRTH_DATE |   36R   30W
+ 7342 | INSERTED | MISSING: BIRTH_CITY |   98R   92W
+ 7343 | INSERTED | VALID LINE |   51R   44W
+ 7344 | INSERTED | VALID LINE |   59R   55W
+ 7345 | INSERTED | MISSING: BIRTH_DATE |   70R   63W
+ 7346 | INSERTED | VALID LINE |   86R   79W
+ 7347 | INSERTED | VALID LINE |   20R   13W
+ 7348 | INSERTED | VALID LINE |  126R  121W
+ 7349 | INSERTED | MISSING: BIRTH_DATE |  119R  112W
+ 7350 | INSERTED | VALID LINE |   67R   60W
+ 7351 | INSERTED | VALID LINE |  115R  108W
+ 7352 | INSERTED | VALID LINE |  123R  116W
+ 7353 | INSERTED | MISSING: FIRST_NAME LAST_NAME |  123R  116W
+ 7354 | INSERTED | VALID LINE |   45R   38W
+ 7355 | INSERTED | VALID LINE |   86R   80W
+ 7356 | INSERTED | MISSING: FIRST_NAME |    8R    2W
+ 7357 | INSERTED | VALID LINE |   26R   19W
+ 7358 | INSERTED | VALID LINE |   43R   37W
+ 7359 | INSERTED | VALID LINE |   74R   68W
+ 7360 | INSERTED | VALID LINE |   29R   21W
+ 7361 | INSERTED | MISSING: LAST_NAME |  126R  121W
+ 7362 | INSERTED | VALID LINE |  105R   99W
+ 7363 | INSERTED | VALID LINE |   28R   24W
+ 7364 | INSERTED | VALID LINE |   22R   15W
+ 7365 | INSERTED | MISSING: BIRTH_CITY |   87R   82W
+ 7366 | INSERTED | VALID LINE |   86R   79W
+ 7367 | INSERTED | VALID LINE |   18R   11W
+ 7368 | INSERTED | VALID LINE |   86R   80W
+ 7369 | INSERTED | MISSING: LAST_NAME |  121R  115W
+ 7370 | INSERTED | VALID LINE |   47R   41W
+ 7371 | INSERTED | VALID LINE |   34R   27W
+ 7372 | INSERTED | MISSING: FIRST_NAME |  115R  108W
+ 7373 | INSERTED | MISSING: BIRTH_DATE |   98R   92W
+ 7374 | INSERTED | MISSING: FIRST_NAME |   70R   64W
+ 7375 | INSERTED | VALID LINE |  110R  105W
+ 7376 | INSERTED | VALID LINE |   81R   78W
+ 7377 | INSERTED | MISSING: LAST_NAME |   88R   81W
+ 7378 | INSERTED | MISSING: LAST_NAME |   67R   60W
+ 7379 | INSERTED | VALID LINE |   14R    7W
+ 7380 | INSERTED | VALID LINE |   20R   14W
+ 7381 | INSERTED | VALID LINE |   48R   44W
+ 7382 | INSERTED | VALID LINE |  113R  110W
+ 7383 | INSERTED | VALID LINE |   99R   92W
+ 7384 | INSERTED | VALID LINE |   64R   63W
+ 7385 | INSERTED | VALID LINE |  113R  110W
+ 7386 | INSERTED | VALID LINE |   10R    3W
+ 7387 | INSERTED | MISSING: BIRTH_DATE |   44R   38W
+ 7388 | INSERTED | VALID LINE |   89R   82W
+ 7389 | INSERTED | VALID LINE |   41R   36W
+ 7390 | INSERTED | VALID LINE |   99R   92W
+ 7391 | INSERTED | MISSING: FIRST_NAME |  110R  103W
+ 7392 | INSERTED | MISSING: BIRTH_CITY |  127R  122W
+ 7393 | INSERTED | VALID LINE |   14R    7W
+ 7394 | INSERTED | VALID LINE |   32R   26W
+ 7395 | INSERTED | MISSING: FIRST_NAME BIRTH_CITY |   99R   93W
+ 7396 | INSERTED | VALID LINE |   32R   26W
+ 7397 | INSERTED | VALID LINE |   16R    9W
+ 7398 | INSERTED | VALID LINE |   80R   75W
+ 7399 | INSERTED | VALID LINE |   95R   88W
+ 7400 | INSERTED | VALID LINE |   50R   43W
+ 7401 | INSERTED | MISSING: BIRTH_DATE BIRTH_CITY |    8R    2W
+ 7402 | INSERTED | VALID LINE |  116R  109W
+ 7403 | INSERTED | VALID LINE |  113R  110W
+ 7404 | INSERTED | VALID LINE |   44R   40W
+ 7405 | INSERTED | MISSING: BIRTH_CITY |   58R   51W
+ 7406 | INSERTED | VALID LINE |   40R   34W
+ 7407 | INSERTED | VALID LINE |   44R   37W
+ 7408 | INSERTED | VALID LINE |   88R   83W
+ 7409 | INSERTED | VALID LINE |  116R  109W
+ 7410 | INSERTED | MISSING: BIRTH_DATE |   14R    7W
+ 7411 | INSERTED | VALID LINE |   22R   15W
+ 7412 | INSERTED | VALID LINE |   71R   64W
+ 7413 | INSERTED | VALID LINE |   64R   63W
+ 7414 | INSERTED | VALID LINE |   22R   15W
+ 7415 | INSERTED | VALID LINE |  126R  119W
+ 7416 | INSERTED | VALID LINE |   32R   25W
+ 7417 | INSERTED | VALID LINE |   95R   89W
+ 7418 | INSERTED | VALID LINE |   52R   46W
+ 7419 | INSERTED | VALID LINE |  126R  120W
+ 7420 | INSERTED | VALID LINE |  114R  107W
+ 7421 | INSERTED | VALID LINE |   71R   65W
+ 7422 | INSERTED | VALID LINE |    8R    2W
+ 7423 | INSERTED | VALID LINE |   66R   59W
+ 7424 | INSERTED | VALID LINE |  124R  117W
+ 7425 | INSERTED | VALID LINE |   60R   56W
+ 7426 | INSERTED | MISSING: LAST_NAME |   83R   76W
+ 7427 | INSERTED | MISSING: FIRST_NAME |  124R  117W
+ 7428 | INSERTED | VALID LINE |   40R   34W
+ 7429 | INSERTED | VALID LINE |  118R  112W
+ 7430 | INSERTED | VALID LINE |   14R    7W
+ 7431 | INSERTED | VALID LINE |   46R   39W
+ 7432 | INSERTED | VALID LINE |  114R  108W
+ 7433 | INSERTED | VALID LINE |   16R   10W
+ 7434 | INSERTED | VALID LINE |   34R   27W
+ 7435 | INSERTED | VALID LINE |   38R   31W
+ 7436 | INSERTED | VALID LINE |  111R  106W
+ 7437 | INSERTED | MISSING: BIRTH_DATE |  103R   98W
+ 7438 | INSERTED | VALID LINE |   79R   73W
+ 7439 | INSERTED | VALID LINE |   79R   73W
+ 7440 | INSERTED | VALID LINE |   68R   62W
+ 7441 | INSERTED | MISSING: LAST_NAME |   68R   63W
+ 7442 | INSERTED | VALID LINE |  131R  125W
+ 7443 | INSERTED | MISSING: LAST_NAME |   42R   35W
+ 7444 | INSERTED | MISSING: LAST_NAME |   82R   79W
+ 7445 | INSERTED | VALID LINE |   97R   95W
+ 7446 | INSERTED | VALID LINE |  120R  115W
+ 7447 | INSERTED | VALID LINE |   33R   28W
+ 7448 | INSERTED | MISSING: FIRST_NAME |  107R  100W
+ 7449 | INSERTED | VALID LINE |  117R  110W
+ 7450 | INSERTED | VALID LINE |   95R   89W
+ 7451 | INSERTED | MISSING: FIRST_NAME BIRTH_DATE |   22R   15W
+ 7452 | INSERTED | VALID LINE |   46R   39W
+ 7453 | INSERTED | MISSING: FIRST_NAME |   36R   29W
+ 7454 | INSERTED | VALID LINE |   28R   21W
+ 7455 | INSERTED | MISSING: FIRST_NAME |   91R   87W
+ 7456 | INSERTED | VALID LINE |   68R   61W
+ 7457 | INSERTED | VALID LINE |   54R   47W
+ 7458 | INSERTED | VALID LINE |   40R   33W
+ 7459 | INSERTED | VALID LINE |   12R    6W
+ 7460 | INSERTED | VALID LINE |  115R  109W
+ 7461 | INSERTED | VALID LINE |   54R   47W
+ 7462 | INSERTED | VALID LINE |   36R   30W
+ 7463 | INSERTED | MISSING: BIRTH_CITY |   14R    7W
+ 7464 | INSERTED | MISSING: BIRTH_CITY |  104R   99W
+ 7465 | INSERTED | VALID LINE |   88R   80W
+ 7466 | INSERTED | VALID LINE |   17R   12W
+ 7467 | INSERTED | VALID LINE |   44R   38W
+ 7468 | INSERTED | MISSING: BIRTH_DATE |  115R  108W
+ 7469 | INSERTED | VALID LINE |   46R   39W
+ 7470 | INSERTED | VALID LINE |  131R  124W
+ 7471 | INSERTED | VALID LINE |   62R   55W
+ 7472 | INSERTED | VALID LINE |   41R   36W
+ 7473 | INSERTED | MISSING: LAST_NAME BIRTH_CITY |  119R  113W
+ 7474 | INSERTED | VALID LINE |  125R  118W
+ 7475 | INSERTED | VALID LINE |   81R   74W
+ 7476 | INSERTED | MISSING: BIRTH_DATE |  127R  120W
+ 7477 | INSERTED | MISSING: FIRST_NAME |   32R   26W
+ 7478 | INSERTED | MISSING: BIRTH_CITY |   51R   48W
+ 7479 | INSERTED | VALID LINE |   16R    9W
+ 7480 | INSERTED | MISSING: LAST_NAME |   38R   31W
+ 7481 | INSERTED | VALID LINE |   40R   34W
+ 7482 | INSERTED | VALID LINE |   38R   31W
+ 7483 | INSERTED | VALID LINE |   72R   67W
+ 7484 | INSERTED | VALID LINE |  111R  104W
+ 7485 | INSERTED | VALID LINE |    9R    4W
+ 7486 | INSERTED | VALID LINE |   62R   55W
+ 7487 | INSERTED | VALID LINE |   80R   75W
+ 7488 | INSERTED | VALID LINE |  123R  119W
+ 7489 | INSERTED | VALID LINE |   99R   93W
+ 7490 | INSERTED | VALID LINE |   12R    6W
+ 7491 | INSERTED | VALID LINE |  103R   95W
+ 7492 | INSERTED | VALID LINE |   20R   14W
+ 7493 | INSERTED | VALID LINE |   68R   60W
+ 7494 | INSERTED | MISSING: FIRST_NAME LAST_NAME BIRTH_CITY |  117R  110W
+ 7495 | INSERTED | VALID LINE |   64R   63W
+ 7496 | INSERTED | VALID LINE |   75R   68W
+ 7497 | INSERTED | MISSING: BIRTH_DATE |   36R   29W
+ 7498 | INSERTED | VALID LINE |   95R   88W
+ 7499 | INSERTED | VALID LINE |   99R   93W
+ 7500 | INSERTED | VALID LINE |   33R   28W
+ 7501 | INSERTED | VALID LINE |   75R   69W
+ 7502 | INSERTED | VALID LINE |   83R   80W
+ 7503 | INSERTED | VALID LINE |   96R   89W
+ 7504 | INSERTED | VALID LINE |   82R   75W
+ 7505 | INSERTED | MISSING: FIRST_NAME |   28R   24W
+ 7506 | INSERTED | MISSING: BIRTH_DATE |   49R   44W
+ 7507 | INSERTED | VALID LINE |   34R   27W
+ 7508 | INSERTED | VALID LINE |   68R   61W
+ 7509 | INSERTED | VALID LINE |   12R    5W
+ 7510 | INSERTED | VALID LINE |   60R   54W
+ 7511 | INSERTED | VALID LINE |   92R   88W
+ 7512 | INSERTED | VALID LINE |    8R    2W
+ 7513 | INSERTED | MISSING: BIRTH_CITY |  121R  116W
+ 7514 | INSERTED | VALID LINE |  122R  115W
+ 7515 | INSERTED | MISSING: LAST_NAME |  128R  122W
+ 7516 | INSERTED | VALID LINE |   40R   33W
+ 7517 | INSERTED | VALID LINE |   80R   74W
+ 7518 | INSERTED | VALID LINE |   92R   84W
+ 7519 | INSERTED | VALID LINE |  129R  124W
+ 7520 | INSERTED | VALID LINE |   64R   58W
+ 7521 | INSERTED | VALID LINE |  124R  118W
+ 7522 | INSERTED | VALID LINE |  100R   93W
+ 7523 | INSERTED | VALID LINE |  104R   98W
+ 7524 | INSERTED | VALID LINE |   28R   22W
+ 7525 | INSERTED | VALID LINE |   25R   20W
+ 7526 | INSERTED | VALID LINE |  112R  106W
+ 7527 | INSERTED | VALID LINE |   28R   21W
+ 7528 | INSERTED | VALID LINE |   76R   72W
+ 7529 | INSERTED | VALID LINE |   36R   29W
+ 7530 | INSERTED | VALID LINE |   92R   88W
+ 7531 | INSERTED | VALID LINE |   88R   82W
+ 7532 | INSERTED | VALID LINE |   82R   75W
+ 7533 | INSERTED | VALID LINE |   19R   16W
+ 7534 | INSERTED | VALID LINE |   98R   91W
+ 7535 | INSERTED | VALID LINE |   10R    3W
+ 7536 | INSERTED | MISSING: BIRTH_CITY |  100R   94W
+ 7537 | INSERTED | MISSING: BIRTH_CITY |   97R   92W
+ 7538 | INSERTED | VALID LINE |   88R   81W
+ 7539 | INSERTED | VALID LINE |   49R   44W
+ 7540 | INSERTED | VALID LINE |   60R   53W
+ 7541 | INSERTED | VALID LINE |   60R   53W
+ 7542 | INSERTED | VALID LINE |   38R   31W
+ 7543 | INSERTED | VALID LINE |   10R    3W
+ 7544 | INSERTED | VALID LINE |   96R   89W
+ 7545 | INSERTED | VALID LINE |  102R   95W
+ 7546 | INSERTED | VALID LINE |   81R   76W
+ 7547 | INSERTED | VALID LINE |   73R   68W
+ 7548 | INSERTED | VALID LINE |  100R   93W
+ 7549 | INSERTED | VALID LINE |   20R   14W
+ 7550 | INSERTED | VALID LINE |   72R   65W
+ 7551 | INSERTED | VALID LINE |   33R   28W
+ 7552 | INSERTED | VALID LINE |   44R   37W
+ 7553 | INSERTED | VALID LINE |   92R   88W
+ 7554 | INSERTED | VALID LINE |   73R   68W
+ 7555 | INSERTED | VALID LINE |   81R   76W
+ 7556 | INSERTED | VALID LINE |   96R   90W
+ 7557 | INSERTED | VALID LINE |   51R   48W
+ 7558 | INSERTED | VALID LINE |   80R   73W
+ 7559 | INSERTED | MISSING: LAST_NAME BIRTH_CITY |   89R   81W
+ 7560 | INSERTED | VALID LINE |   17R   12W
+ 7561 | INSERTED | MISSING: FIRST_NAME |   28R   25W
+ 7562 | INSERTED | VALID LINE |   40R   33W
+ 7563 | INSERTED | MISSING: BIRTH_DATE |   30R   23W
+ 7564 | INSERTED | MISSING: BIRTH_CITY |  120R  114W
+ 7565 | INSERTED | VALID LINE |   76R   70W
+ 7566 | INSERTED | MISSING: FIRST_NAME |   62R   55W
+ 7567 | INSERTED | VALID LINE |   56R   49W
+ 7568 | INSERTED | VALID LINE |   68R   61W
+ 7569 | INSERTED | VALID LINE |   88R   81W
+ 7570 | INSERTED | VALID LINE |   28R   21W
+ 7571 | INSERTED | VALID LINE |   62R   55W
+ 7572 | INSERTED | VALID LINE |   76R   72W
+ 7573 | INSERTED | VALID LINE |   83R   80W
+ 7574 | INSERTED | VALID LINE |  120R  114W
+ 7575 | INSERTED | VALID LINE |   65R   60W
+ 7576 | INSERTED | VALID LINE |  116R  109W
+ 7577 | INSERTED | VALID LINE |  108R  102W
+ 7578 | INSERTED | MISSING: BIRTH_DATE |   83R   80W
+ 7579 | INSERTED | VALID LINE |   96R   90W
+ 7580 | INSERTED | VALID LINE |   34R   32W
+ 7581 | INSERTED | VALID LINE |   68R   62W
+ 7582 | INSERTED | VALID LINE |   46R   39W
+ 7583 | INSERTED | VALID LINE |   65R   60W
+ 7584 | INSERTED | VALID LINE |  106R   99W
+ 7585 | INSERTED | MISSING: FIRST_NAME |  105R  100W
+ 7586 | INSERTED | VALID LINE |   89R   84W
+ 7587 | INSERTED | VALID LINE |  104R   98W
+ 7588 | INSERTED | VALID LINE |   76R   69W
+ 7589 | INSERTED | VALID LINE |   22R   15W
+ 7590 | INSERTED | MISSING: FIRST_NAME |   96R   90W
+ 7591 | INSERTED | VALID LINE |  124R  118W
+ 7592 | INSERTED | VALID LINE |   44R   37W
+ 7593 | INSERTED | MISSING: FIRST_NAME BIRTH_DATE |   88R   82W
+ 7594 | INSERTED | VALID LINE |  104R   98W
+ 7595 | INSERTED | MISSING: BIRTH_CITY |   58R   51W
+ 7596 | INSERTED | VALID LINE |   51R   48W
+ 7597 | INSERTED | VALID LINE |   81R   76W
+ 7598 | INSERTED | VALID LINE |   65R   64W
+ 7599 | INSERTED | VALID LINE |   34R   27W
+ 7600 | INSERTED | VALID LINE |   78R   71W
+ 7601 | INSERTED | VALID LINE |  124R  120W
+ 7602 | INSERTED | MISSING: FIRST_NAME |   46R   39W
+ 7603 | INSERTED | VALID LINE |   14R    7W
+ 7604 | INSERTED | VALID LINE |   60R   54W
+ 7605 | INSERTED | MISSING: BIRTH_DATE |  124R  120W
+ 7606 | INSERTED | MISSING: LAST_NAME |   65R   64W
+ 7607 | INSERTED | MISSING: BIRTH_DATE |   60R   56W
+ 7608 | INSERTED | VALID LINE |  108R  101W
+ 7609 | INSERTED | VALID LINE |   42R   35W
+ 7610 | INSERTED | VALID LINE |   10R    3W
+ 7611 | INSERTED | MISSING: FIRST_NAME |   60R   56W
+ 7612 | INSERTED | VALID LINE |  128R  122W
+ 7613 | INSERTED | VALID LINE |   94R   87W
+ 7614 | INSERTED | VALID LINE |   88R   82W
+ 7615 | INSERTED | VALID LINE |   64R   57W
+ 7616 | INSERTED | VALID LINE |   76R   69W
+ 7617 | INSERTED | MISSING: FIRST_NAME |   68R   61W
+ 7618 | INSERTED | VALID LINE |   20R   13W
+ 7619 | INSERTED | VALID LINE |   28R   22W
+ 7620 | INSERTED | VALID LINE |   19R   16W
+ 7621 | INSERTED | VALID LINE |   86R   80W
+ 7622 | INSERTED | VALID LINE |   35R   28W
+ 7623 | INSERTED | VALID LINE |   10R    5W
+ 7624 | INSERTED | VALID LINE |   93R   86W
+ 7625 | INSERTED | VALID LINE |   35R   28W
+ 7626 | INSERTED | VALID LINE |   13R    9W
+ 7627 | INSERTED | MISSING: LAST_NAME |   27R   20W
+ 7628 | INSERTED | VALID LINE |   53R   46W
+ 7629 | INSERTED | VALID LINE |   18R   13W
+ 7630 | INSERTED | VALID LINE |   26R   21W
+ 7631 | INSERTED | VALID LINE |   45R   41W
+ 7632 | INSERTED | MISSING: BIRTH_CITY |  109R  103W
+ 7633 | INSERTED | VALID LINE |   13R    9W
+ 7634 | INSERTED | VALID LINE |  122R  117W
+ 7635 | INSERTED | VALID LINE |   17R   11W
+ 7636 | INSERTED | MISSING: FIRST_NAME |  121R  115W
+ 7637 | INSERTED | VALID LINE |   66R   61W
+ 7638 | INSERTED | VALID LINE |   20R   17W
+ 7639 | INSERTED | VALID LINE |  117R  111W
+ 7640 | INSERTED | VALID LINE |   51R   44W
+ 7641 | INSERTED | VALID LINE |   95R   88W
+ 7642 | INSERTED | VALID LINE |   61R   54W
+ 7643 | INSERTED | MISSING: BIRTH_CITY |   61R   55W
+ 7644 | INSERTED | MISSING: BIRTH_DATE BIRTH_CITY |  129R  123W
+ 7645 | INSERTED | VALID LINE |   99R   92W
+ 7646 | INSERTED | VALID LINE |  109R  102W
+ 7647 | INSERTED | VALID LINE |   53R   47W
+ 7648 | INSERTED | VALID LINE |   61R   57W
